09:56:44.036 [INFO ] [unusedFiles     ] 분석 시작  {"projectRoot":"D:\\myRoom"}
09:56:45.088 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/Desk","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\Desk.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.088 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\Desk.tsx"}
09:56:45.088 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/Bed","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\Bed.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.088 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\Bed.tsx"}
09:56:45.089 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/Storage","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\Storage.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":["DrawerChest"]}
09:56:45.089 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\Storage.tsx"}
09:56:45.099 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/SunbathingCat","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\SunbathingCat.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.099 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\SunbathingCat.tsx"}
09:56:45.099 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/CatBowls","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\CatBowls.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.099 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\CatBowls.tsx"}
09:56:45.100 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/Nightstand","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\Nightstand.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.100 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\Nightstand.tsx"}
09:56:45.100 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./furniture/Trashcan","from":"src\\components\\room\\Room.tsx","resolved":"src\\components\\room\\furniture\\Trashcan.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.100 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\furniture\\Trashcan.tsx"}
09:56:45.100 [DEBUG] [unusedFiles     ] BFS 방문  {"step":20,"file":"src\\components\\room\\AnimatedWrapper.tsx","queueRemaining":22}
09:56:45.130 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\AnimatedWrapper.tsx","importCount":3}
09:56:45.135 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\AnimatedWrapper.tsx"}
09:56:45.136 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\room\\AnimatedWrapper.tsx"}
09:56:45.137 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\AnimatedWrapper.tsx"}
09:56:45.137 [DEBUG] [unusedFiles     ] BFS 방문  {"step":21,"file":"src\\components\\room\\layout.ts","queueRemaining":21}
09:56:45.156 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\layout.ts","importCount":1}
09:56:45.162 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"./constants","from":"src\\components\\room\\layout.ts","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["WALL_HALF"]}
09:56:45.162 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.162 [DEBUG] [unusedFiles     ] BFS 방문  {"step":22,"file":"src\\components\\room\\Performance.ts","queueRemaining":21}
09:56:45.182 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\Performance.ts","importCount":0}
09:56:45.183 [DEBUG] [unusedFiles     ] BFS 방문  {"step":23,"file":"src\\components\\snowBackground\\Snow.tsx","queueRemaining":20}
09:56:45.204 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\Snow.tsx","importCount":3}
09:56:45.210 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\Snow.tsx"}
09:56:45.211 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\snowBackground\\Snow.tsx"}
09:56:45.211 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\snowBackground\\Snow.tsx"}
09:56:45.212 [DEBUG] [unusedFiles     ] BFS 방문  {"step":24,"file":"src\\components\\snowBackground\\Bonfire.tsx","queueRemaining":19}
09:56:45.228 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\Bonfire.tsx","importCount":5}
09:56:45.237 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\Bonfire.tsx"}
09:56:45.238 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\snowBackground\\Bonfire.tsx"}
09:56:45.239 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\snowBackground\\Bonfire.tsx"}
09:56:45.240 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../canvas/DayNightContext","from":"src\\components\\snowBackground\\Bonfire.tsx","resolved":"src\\components\\canvas\\DayNightContext.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["useDayNight"]}
09:56:45.240 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\Bonfire.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.240 [DEBUG] [unusedFiles     ] BFS 방문  {"step":25,"file":"src\\components\\snowBackground\\Woodpile.tsx","queueRemaining":18}
09:56:45.262 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\Woodpile.tsx","importCount":2}
09:56:45.265 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\Woodpile.tsx"}
09:56:45.265 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\Woodpile.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.265 [DEBUG] [unusedFiles     ] BFS 방문  {"step":26,"file":"src\\components\\snowBackground\\Snowman.tsx","queueRemaining":17}
09:56:45.280 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\Snowman.tsx","importCount":2}
09:56:45.284 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\Snowman.tsx"}
09:56:45.285 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\Snowman.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.285 [DEBUG] [unusedFiles     ] BFS 방문  {"step":27,"file":"src\\components\\snowBackground\\FrozenPond.tsx","queueRemaining":16}
09:56:45.301 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\FrozenPond.tsx","importCount":2}
09:56:45.304 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\FrozenPond.tsx"}
09:56:45.305 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\FrozenPond.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.305 [DEBUG] [unusedFiles     ] BFS 방문  {"step":28,"file":"src\\components\\snowBackground\\Pedestal.tsx","queueRemaining":15}
09:56:45.314 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\Pedestal.tsx","importCount":1}
09:56:45.316 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\Pedestal.tsx"}
09:56:45.316 [DEBUG] [unusedFiles     ] BFS 방문  {"step":29,"file":"src\\components\\snowBackground\\House.tsx","queueRemaining":14}
09:56:45.336 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\House.tsx","importCount":4}
09:56:45.342 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\House.tsx"}
09:56:45.343 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\snowBackground\\House.tsx"}
09:56:45.344 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\snowBackground\\House.tsx"}
09:56:45.344 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\House.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.344 [DEBUG] [unusedFiles     ] BFS 방문  {"step":30,"file":"src\\components\\snowBackground\\LampPost.tsx","queueRemaining":13}
09:56:45.362 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\LampPost.tsx","importCount":3}
09:56:45.366 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\LampPost.tsx"}
09:56:45.367 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\snowBackground\\LampPost.tsx"}
09:56:45.367 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\LampPost.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.367 [DEBUG] [unusedFiles     ] BFS 방문  {"step":31,"file":"src\\components\\snowBackground\\ChristmasTree.tsx","queueRemaining":12}
09:56:45.396 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\snowBackground\\ChristmasTree.tsx","importCount":3}
09:56:45.400 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\snowBackground\\ChristmasTree.tsx"}
09:56:45.401 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\snowBackground\\ChristmasTree.tsx"}
09:56:45.401 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../room/AnimatedWrapper","from":"src\\components\\snowBackground\\ChristmasTree.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["PhaseGroup"]}
09:56:45.401 [DEBUG] [unusedFiles     ] BFS 방문  {"step":32,"file":"src\\components\\room\\structure\\Floor.tsx","queueRemaining":10}
09:56:45.413 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\structure\\Floor.tsx","importCount":5}
09:56:45.416 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/drei","from":"src\\components\\room\\structure\\Floor.tsx"}
09:56:45.416 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\structure\\Floor.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.416 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\structure\\Floor.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.417 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\structure\\Floor.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.417 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.417 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\structure\\Floor.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY","ROOM"]}
09:56:45.417 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.417 [DEBUG] [unusedFiles     ] BFS 방문  {"step":33,"file":"src\\components\\room\\structure\\Walls.tsx","queueRemaining":11}
09:56:45.444 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\structure\\Walls.tsx","importCount":7}
09:56:45.450 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["AppearGroup","HoverLift","SceneItem"]}
09:56:45.451 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../decorations/CatFrames","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\decorations\\CatFrames.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.451 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\decorations\\CatFrames.tsx"}
09:56:45.451 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../decorations/IconFrames","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\decorations\\IconFrames.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.451 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\decorations\\IconFrames.tsx"}
09:56:45.451 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../decorations/WallClock","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\decorations\\WallClock.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.451 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\decorations\\WallClock.tsx"}
09:56:45.451 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY","ROOM","WALL_HALF","WIN"]}
09:56:45.451 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.451 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.452 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\structure\\Walls.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.452 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.452 [DEBUG] [unusedFiles     ] BFS 방문  {"step":34,"file":"src\\components\\room\\structure\\Moulding.tsx","queueRemaining":15}
09:56:45.472 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\structure\\Moulding.tsx","importCount":6}
09:56:45.478 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\structure\\Moulding.tsx"}
09:56:45.479 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/drei","from":"src\\components\\room\\structure\\Moulding.tsx"}
09:56:45.479 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\structure\\Moulding.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["AppearGroup","HoverLift"]}
09:56:45.479 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\structure\\Moulding.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY","ROOM","WALL_HALF"]}
09:56:45.479 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.479 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\structure\\Moulding.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SIGN"]}
09:56:45.479 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\structure\\Moulding.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.479 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.479 [DEBUG] [unusedFiles     ] BFS 방문  {"step":35,"file":"src\\components\\room\\furniture\\Desk.tsx","queueRemaining":16}
09:56:45.514 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\Desk.tsx","importCount":7}
09:56:45.528 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\furniture\\Desk.tsx"}
09:56:45.529 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\room\\furniture\\Desk.tsx"}
09:56:45.530 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\furniture\\Desk.tsx"}
09:56:45.530 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Desk.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":["SceneItem"]}
09:56:45.530 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\Desk.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.530 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.530 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\Desk.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.530 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.530 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\Desk.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.530 [DEBUG] [unusedFiles     ] BFS 방문  {"step":36,"file":"src\\components\\room\\furniture\\Bed.tsx","queueRemaining":17}
09:56:45.556 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\Bed.tsx","importCount":4}
09:56:45.562 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Bed.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.562 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\Bed.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.562 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.562 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\Bed.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.562 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.562 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\Bed.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.562 [DEBUG] [unusedFiles     ] BFS 방문  {"step":37,"file":"src\\components\\room\\furniture\\Storage.tsx","queueRemaining":18}
09:56:45.582 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\Storage.tsx","importCount":8}
09:56:45.590 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"react","from":"src\\components\\room\\furniture\\Storage.tsx"}
09:56:45.591 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"@react-three/fiber","from":"src\\components\\room\\furniture\\Storage.tsx"}
09:56:45.592 [DEBUG] [unusedFiles     ] 외부 패키지 import (resolve 스킵)  {"specifier":"three","from":"src\\components\\room\\furniture\\Storage.tsx"}
09:56:45.592 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Storage.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["AppearGroup"]}
09:56:45.592 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\Storage.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":true,"isSideEffect":false,"names":[]}
09:56:45.592 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\Storage.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.592 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.592 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\Storage.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.592 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.592 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\Storage.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.592 [DEBUG] [unusedFiles     ] BFS 방문  {"step":38,"file":"src\\components\\room\\furniture\\SunbathingCat.tsx","queueRemaining":19}
09:56:45.614 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\SunbathingCat.tsx","importCount":4}
09:56:45.618 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\SunbathingCat.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SceneItem"]}
09:56:45.618 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../materials","from":"src\\components\\room\\furniture\\SunbathingCat.tsx","resolved":"src\\components\\room\\materials.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["MAT"]}
09:56:45.618 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\materials.ts"}
09:56:45.618 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\SunbathingCat.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.618 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.618 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\SunbathingCat.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE","ROT"]}
09:56:45.618 [DEBUG] [unusedFiles     ] BFS 방문  {"step":39,"file":"src\\components\\room\\furniture\\CatBowls.tsx","queueRemaining":20}
09:56:45.635 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\CatBowls.tsx","importCount":3}
09:56:45.637 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../AnimatedWrapper","from":"src\\components\\room\\furniture\\CatBowls.tsx","resolved":"src\\components\\room\\AnimatedWrapper.tsx","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["SceneItem"]}
09:56:45.637 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../constants","from":"src\\components\\room\\furniture\\CatBowls.tsx","resolved":"src\\components\\room\\constants.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["COLOR","DELAY"]}
09:56:45.637 [DEBUG] [unusedFiles     ] 큐에 추가  {"file":"src\\components\\room\\constants.ts"}
09:56:45.637 [DEBUG] [unusedFiles     ] import resolve 성공  {"specifier":"../layout","from":"src\\components\\room\\furniture\\CatBowls.tsx","resolved":"src\\components\\room\\layout.ts","hasNamespace":false,"hasDefault":false,"isSideEffect":false,"names":["POS","SIZE"]}
09:56:45.637 [DEBUG] [unusedFiles     ] BFS 방문  {"step":40,"file":"src\\components\\room\\furniture\\Nightstand.tsx","queueRemaining":20}
09:56:45.658 [DEBUG] [unusedFiles     ] import 추출 완료  {"file":"src\\components\\room\\furniture\\Nightstand.tsx","importCount":8}
